well,row,col,cell.line,drug1.units,drug2.units,drug1,drug2,drug1.conc,drug2.conc,upid,expt.date,rate,rate.95ci
D06,D,6,WM115,M,M,plx4720,dpi,1e-06,1.6e-08,7,03_27_18,0.0338379921563,0.000479063764988
D07,D,7,WM115,M,M,plx4720,dpi,1e-06,3.9e-09,7,03_27_18,0.0418175553538,0.00125100372459
D08,D,8,WM115,M,M,plx4720,dpi,1e-06,9.8e-10,7,03_27_18,0.0353930874776,0.00078562769815
D09,D,9,WM115,M,M,plx4720,dpi,1e-06,2.4e-10,7,03_27_18,0.0354127214422,0.00211003910358
D10,D,10,WM115,M,M,plx4720,dpi,1e-06,6.1e-11,7,03_27_18,0.0352796121339,0.00116745521241
D11,D,11,WM115,M,M,plx4720,dpi,1e-06,1.5e-11,7,03_27_18,0.0371887482342,0.00170316311392
D12,D,12,WM115,M,M,plx4720,dpi,1e-06,3.8e-12,7,03_27_18,0.0356851039436,0.000465502030747
D13,D,13,WM115,M,M,plx4720,control,1e-06,0.0,7,03_27_18,0.0306970083526,0.000886973920705
D14,D,14,WM115,M,M,plx4720,dpi,1e-06,1e-06,7,03_27_18,0.0159557580166,0.00170524700006
D15,D,15,WM115,M,M,plx4720,dpi,1e-06,2.5e-07,7,03_27_18,0.0361735915774,0.0037049413653
D16,D,16,WM115,M,M,plx4720,dpi,1e-06,6.3e-08,7,03_27_18,0.0429852853502,0.00319303697837
D17,D,17,WM115,M,M,plx4720,dpi,1e-06,1.6e-08,7,03_27_18,0.0440886756261,0.00128998432107
D18,D,18,WM115,M,M,plx4720,dpi,1e-06,3.9e-09,7,03_27_18,0.0340131596657,0.00240802711447
D19,D,19,WM115,M,M,plx4720,dpi,1e-06,9.8e-10,7,03_27_18,0.0286279825864,0.00263399371492
D20,D,20,WM115,M,M,plx4720,dpi,1e-06,2.4e-10,7,03_27_18,0.0313369528915,0.00131195789435
D21,D,21,WM115,M,M,plx4720,dpi,1e-06,6.1e-11,7,03_27_18,0.0348285233938,0.00104545934706
D22,D,22,WM115,M,M,plx4720,dpi,1e-06,1.5e-11,7,03_27_18,0.03513992419,0.00142478855315
D23,D,23,WM115,M,M,plx4720,dpi,1e-06,3.8e-12,7,03_27_18,0.0265275163735,0.00123769092979
E02,E,2,WM115,M,M,plx4720,control,0.0,0.0,7,03_27_18,0.0544878375568,0.000577398870352
E03,E,3,WM115,M,M,plx4720,dpi,2.5e-07,1e-06,7,03_27_18,0.01871731258,0.00284014413879
E04,E,4,WM115,M,M,plx4720,dpi,2.5e-07,2.5e-07,7,03_27_18,0.0383104894048,0.0031146246362
E05,E,5,WM115,M,M,plx4720,dpi,2.5e-07,6.3e-08,7,03_27_18,0.0389570652144,0.00138109410413
E06,E,6,WM115,M,M,plx4720,dpi,2.5e-07,1.6e-08,7,03_27_18,0.0371303718485,0.00182456391051
E07,E,7,WM115,M,M,plx4720,dpi,2.5e-07,3.9e-09,7,03_27_18,0.0400230938102,0.00183140124589
E08,E,8,WM115,M,M,plx4720,dpi,2.5e-07,9.8e-10,7,03_27_18,0.0276028192953,0.00032521976959
E09,E,9,WM115,M,M,plx4720,dpi,2.5e-07,2.4e-10,7,03_27_18,0.0366464040408,0.000833024773392
E10,E,10,WM115,M,M,plx4720,dpi,2.5e-07,6.1e-11,7,03_27_18,0.0356723878112,0.00221023258869
E11,E,11,WM115,M,M,plx4720,dpi,2.5e-07,1.5e-11,7,03_27_18,0.0397604520846,0.000954570287799
E12,E,12,WM115,M,M,plx4720,dpi,2.5e-07,3.8e-12,7,03_27_18,0.0402509340653,0.00137752478007
E13,E,13,WM115,M,M,plx4720,control,2.5e-07,0.0,7,03_27_18,0.0375257296221,0.000705606221533
E14,E,14,WM115,M,M,plx4720,dpi,2.5e-07,1e-06,7,03_27_18,0.0165390311053,0.00244596804174
E15,E,15,WM115,M,M,plx4720,dpi,2.5e-07,2.5e-07,7,03_27_18,0.0333631892373,0.00284324496579
E16,E,16,WM115,M,M,plx4720,dpi,2.5e-07,6.3e-08,7,03_27_18,0.0368923398106,0.00164500606569
E17,E,17,WM115,M,M,plx4720,dpi,2.5e-07,1.6e-08,7,03_27_18,0.0446551434233,0.000968241824158
E18,E,18,WM115,M,M,plx4720,dpi,2.5e-07,3.9e-09,7,03_27_18,0.0320707114022,0.00168586302965
E19,E,19,WM115,M,M,plx4720,dpi,2.5e-07,9.8e-10,7,03_27_18,0.0357383114919,0.00171296186469
E20,E,20,WM115,M,M,plx4720,dpi,2.5e-07,2.4e-10,7,03_27_18,0.0400320882654,0.00117340038517
E21,E,21,WM115,M,M,plx4720,dpi,2.5e-07,6.1e-11,7,03_27_18,0.0428391409047,0.0022406973828
E22,E,22,WM115,M,M,plx4720,dpi,2.5e-07,1.5e-11,7,03_27_18,0.0342092235464,0.00131284015226
E23,E,23,WM115,M,M,plx4720,dpi,2.5e-07,3.8e-12,7,03_27_18,0.035929784989,0.000431227231654
F02,F,2,WM115,M,M,plx4720,control,0.0,0.0,7,03_27_18,0.0444192452948,0.00106096945643
F03,F,3,WM115,M,M,plx4720,dpi,6.3e-08,1e-06,7,03_27_18,0.017814975719,0.00218284693068
F04,F,4,WM115,M,M,plx4720,dpi,6.3e-08,2.5e-07,7,03_27_18,0.0287807116676,0.00137198901777
F05,F,5,WM115,M,M,plx4720,dpi,6.3e-08,6.3e-08,7,03_27_18,0.0286003554582,0.00142180414
F06,F,6,WM115,M,M,plx4720,dpi,6.3e-08,1.6e-08,7,03_27_18,0.0359221823204,0.00129351409834
F07,F,7,WM115,M,M,plx4720,dpi,6.3e-08,3.9e-09,7,03_27_18,0.0359783454144,0.00136714346783
F08,F,8,WM115,M,M,plx4720,dpi,6.3e-08,9.8e-10,7,03_27_18,0.0329753904643,0.00216076770967
F09,F,9,WM115,M,M,plx4720,dpi,6.3e-08,2.4e-10,7,03_27_18,0.0336887991284,0.00105462535882
F10,F,10,WM115,M,M,plx4720,dpi,6.3e-08,6.1e-11,7,03_27_18,0.0323819790299,0.00182142468869
F11,F,11,WM115,M,M,plx4720,dpi,6.3e-08,1.5e-11,7,03_27_18,0.0292292139213,0.000826529677422
F12,F,12,WM115,M,M,plx4720,dpi,6.3e-08,3.8e-12,7,03_27_18,0.0374850690955,0.00087364602797
F13,F,13,WM115,M,M,plx4720,control,6.3e-08,0.0,7,03_27_18,0.0293420347917,0.000663176772379
F14,F,14,WM115,M,M,plx4720,dpi,6.3e-08,1e-06,7,03_27_18,0.0147278084139,0.00171488222207
F15,F,15,WM115,M,M,plx4720,dpi,6.3e-08,2.5e-07,7,03_27_18,0.0267577249308,0.0021609226168
F16,F,16,WM115,M,M,plx4720,dpi,6.3e-08,6.3e-08,7,03_27_18,0.0314140769653,0.00132980248753
F17,F,17,WM115,M,M,plx4720,dpi,6.3e-08,1.6e-08,7,03_27_18,0.042823162793,0.000520232019617
F18,F,18,WM115,M,M,plx4720,dpi,6.3e-08,3.9e-09,7,03_27_18,0.0401404332121,0.00251765821059
F19,F,19,WM115,M,M,plx4720,dpi,6.3e-08,9.8e-10,7,03_27_18,0.0400605603667,0.00125363909026
F20,F,20,WM115,M,M,plx4720,dpi,6.3e-08,2.4e-10,7,03_27_18,0.0346169953745,0.001900848259
F21,F,21,WM115,M,M,plx4720,dpi,6.3e-08,6.1e-11,7,03_27_18,0.0426012164529,0.000877475877441
F22,F,22,WM115,M,M,plx4720,dpi,6.3e-08,1.5e-11,7,03_27_18,0.0354708734086,0.00108791428381
F23,F,23,WM115,M,M,plx4720,dpi,6.3e-08,3.8e-12,7,03_27_18,0.0442088887173,0.00106922672785
G02,G,2,WM115,M,M,plx4720,control,0.0,0.0,7,03_27_18,0.0526181312456,0.000634004371409
G03,G,3,WM115,M,M,plx4720,dpi,1.6e-08,1e-06,7,03_27_18,0.0175160886441,0.0023102995874
G04,G,4,WM115,M,M,plx4720,dpi,1.6e-08,2.5e-07,7,03_27_18,0.0276113293984,0.00284313430184
G05,G,5,WM115,M,M,plx4720,dpi,1.6e-08,6.3e-08,7,03_27_18,0.0371329495546,0.00268091625493
G06,G,6,WM115,M,M,plx4720,dpi,1.6e-08,1.6e-08,7,03_27_18,0.034605869263,0.000835476314896
G07,G,7,WM115,M,M,plx4720,dpi,1.6e-08,3.9e-09,7,03_27_18,0.0296065707422,0.00223729139768
G08,G,8,WM115,M,M,plx4720,dpi,1.6e-08,9.8e-10,7,03_27_18,0.0324645691671,0.00263242613647
G09,G,9,WM115,M,M,plx4720,dpi,1.6e-08,2.4e-10,7,03_27_18,0.0393867604798,0.00207121415693
G10,G,10,WM115,M,M,plx4720,dpi,1.6e-08,6.1e-11,7,03_27_18,0.0384048348745,0.00082184843
G11,G,11,WM115,M,M,plx4720,dpi,1.6e-08,1.5e-11,7,03_27_18,0.0394043978989,0.00276031756088
G12,G,12,WM115,M,M,plx4720,dpi,1.6e-08,3.8e-12,7,03_27_18,0.0305126643496,0.00243317710207
G13,G,13,WM115,M,M,plx4720,control,1.6e-08,0.0,7,03_27_18,0.0367198569007,0.00127688304023
G14,G,14,WM115,M,M,plx4720,dpi,1.6e-08,1e-06,7,03_27_18,0.0217880878023,0.00259415589285
G15,G,15,WM115,M,M,plx4720,dpi,1.6e-08,2.5e-07,7,03_27_18,0.0342165557743,0.00285416502086
G16,G,16,WM115,M,M,plx4720,dpi,1.6e-08,6.3e-08,7,03_27_18,0.0419242838921,0.00228092207707
G17,G,17,WM115,M,M,plx4720,dpi,1.6e-08,1.6e-08,7,03_27_18,0.0443681059819,0.000793690934091
G18,G,18,WM115,M,M,plx4720,dpi,1.6e-08,3.9e-09,7,03_27_18,0.0440857216398,0.000659996583615
G19,G,19,WM115,M,M,plx4720,dpi,1.6e-08,9.8e-10,7,03_27_18,0.0401476260602,0.000748164326768
G20,G,20,WM115,M,M,plx4720,dpi,1.6e-08,2.4e-10,7,03_27_18,0.0451913937894,0.00116458978524
G21,G,21,WM115,M,M,plx4720,dpi,1.6e-08,6.1e-11,7,03_27_18,0.0456886266192,0.00164031152065
G22,G,22,WM115,M,M,plx4720,dpi,1.6e-08,1.5e-11,7,03_27_18,0.0397111429218,0.00105565388967
G23,G,23,WM115,M,M,plx4720,dpi,1.6e-08,3.8e-12,7,03_27_18,0.0482802931653,0.00110201133212
H02,H,2,WM115,M,M,plx4720,control,0.0,0.0,7,03_27_18,0.0513406112213,0.000698634931002
H03,H,3,WM115,M,M,plx4720,dpi,0.0,1e-06,7,03_27_18,0.0202511642502,0.000837822070079
H04,H,4,WM115,M,M,plx4720,dpi,0.0,2.5e-07,7,03_27_18,0.0415728858914,0.000880095363089
H05,H,5,WM115,M,M,plx4720,dpi,0.0,6.3e-08,7,03_27_18,0.0427802876935,0.000427849732443
H06,H,6,WM115,M,M,plx4720,dpi,0.0,1.6e-08,7,03_27_18,0.0455537089695,0.000509623542955
H07,H,7,WM115,M,M,plx4720,dpi,0.0,3.9e-09,7,03_27_18,0.0370442774444,0.00113981559448
H08,H,8,WM115,M,M,plx4720,dpi,0.0,9.8e-10,7,03_27_18,0.0451065378937,0.000856258949492
H09,H,9,WM115,M,M,plx4720,dpi,0.0,2.4e-10,7,03_27_18,0.0434930046185,0.0026706076613
H10,H,10,WM115,M,M,plx4720,dpi,0.0,6.1e-11,7,03_27_18,0.0445978846383,0.000860907865342
H11,H,11,WM115,M,M,plx4720,dpi,0.0,1.5e-11,7,03_27_18,0.0453097627329,0.00102818050153
H12,H,12,WM115,M,M,plx4720,dpi,0.0,3.8e-12,7,03_27_18,0.0461721866154,0.00086187760723
H13,H,13,WM115,M,M,plx4720,control,0.0,0.0,7,03_27_18,0.0468665106279,0.000776024534001
H14,H,14,WM115,M,M,plx4720,dpi,0.0,1e-06,7,03_27_18,0.0297926683232,0.000977721220943
H15,H,15,WM115,M,M,plx4720,dpi,0.0,2.5e-07,7,03_27_18,0.0420865608358,0.00059461335016
H16,H,16,WM115,M,M,plx4720,dpi,0.0,6.3e-08,7,03_27_18,0.0401328972931,0.00161569399106
H17,H,17,WM115,M,M,plx4720,dpi,0.0,1.6e-08,7,03_27_18,0.0409441609463,0.000729296388193
H18,H,18,WM115,M,M,plx4720,dpi,0.0,3.9e-09,7,03_27_18,0.0415546377101,0.00118437951635
H19,H,19,WM115,M,M,plx4720,dpi,0.0,9.8e-10,7,03_27_18,0.0409584551781,0.00175976037441
H20,H,20,WM115,M,M,plx4720,dpi,0.0,2.4e-10,7,03_27_18,0.0459399116956,0.000504677403104
H21,H,21,WM115,M,M,plx4720,dpi,0.0,6.1e-11,7,03_27_18,0.0485127989688,0.00262583607753
H22,H,22,WM115,M,M,plx4720,dpi,0.0,1.5e-11,7,03_27_18,0.0521932902543,0.0010616739022
H23,H,23,WM115,M,M,plx4720,dpi,0.0,3.8e-12,7,03_27_18,0.0451656302649,0.000328291687026
